,id,name,brewery_type,street,address_2,address_3,city,state,county_province,postal_code,country,longitude,latitude,phone,website_url,updated_at,created_at
5817,12-gates-brewing-company-williamsville,12 Gates Brewing Company,brewpub,80 Earhart Dr Ste 20,,,Williamsville,New York,,14221-7804,United States,,,7169066600,http://www.12gatesbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5818,12-west-brewing-company-gilbert,12 West Brewing Company,micro,3000 E Ray Rd Bldg 6,,,Gilbert,Arizona,,85296-7832,United States,,,6023395014,http://www.12westbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5819,12-west-brewing-company-production-facility-mesa,12 West Brewing Company - Production Facility,micro,,,,Mesa,Arizona,,85207,United States,-111.5860662,33.436188,,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5820,122-west-brewing-co-bellingham,122 West Brewing Co,closed,2416 Meridian St,,,Bellingham,Washington,,98225-2405,United States,-122.485982,48.7621709,3603063285,https://www.122westbrew.com/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5821,127-brewing-jackson,127 Brewing,micro,3090 Shirley Dr,,,Jackson,Michigan,,49201-7010,United States,-84.43116792,42.28667212,5172581346,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5822,12degree-brewing-louisville,12Degree Brewing,brewpub,820 Main St,,,Louisville,Colorado,,80027-1865,United States,-105.1319826,39.9782443,3035791004,http://www.12degree.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5823,12welve-eyes-brewing-saint-paul,12welve Eyes Brewing,micro,141 E 4th St Ste LL2,,,Saint Paul,Minnesota,,55101-1639,United States,,,6514938106,http://www.12welveEyes.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5824,13-below-brewery-cincinnati,13 Below Brewery,micro,7391 Forbes Rd,,,Cincinnati,Ohio,,45233-1013,United States,-84.70634815,39.12639764,5139750613,http://www.13belowbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5825,13-stripes-brewery-taylors,13 Stripes Brewery,brewpub,"250 Mill St, Suite PW3101",,,Taylors,South Carolina,,29687,United States,,,8643491430,http://www.13StripesBrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5826,13-virtues-brewing-co-portland,13 Virtues Brewing Co,brewpub,6410 SE Milwaukie Ave,,,Portland,Oregon,,97202-5518,United States,-122.6487531,45.4762536,5032393831,http://www.13virtuesbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5827,1323-r-and-d-raleigh,1323 R & D,micro,1323 Capital Blvd 1323 R and D,,,Raleigh,North Carolina,,27603-1117,United States,,,9199775654,http://www.1323rnd.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5828,14-cannons-brewing-company-westlake-village,14 Cannons Brewing Company,micro,31125 Via Colinas Ste 907,,,Westlake Village,California,,91362-3974,United States,-118.802397,34.15334,8186996165,http://14cannons.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5829,14-lakes-brewery-crosslake,14 Lakes Brewery,micro,,,,Crosslake,Minnesota,,56442,United States,,,2186924129,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5830,14er-brewing-company-denver,14er Brewing Company,proprietor,2801 Walnut St,,,Denver,Colorado,,80205-2235,United States,-104.9839636,39.7614112,7207731437,http://www.14erBrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5831,14th-star-brewing-saint-albans,14th Star Brewing,micro,133 N Main St Ste 7,,,Saint Albans,Vermont,,05478-1735,United States,,,8025285988,http://www.14thstarbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5832,16-lots-brewing-mason,16 Lots Brewing,brewpub,753 Reading Rd,,,Mason,Ohio,,45040-1303,United States,-84.3183801,39.3545967,5134863672,http://www.16lots.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5833,16-mile-brewing-co-georgetown,16 Mile Brewing Co,micro,413 S Bedford St,,,Georgetown,Delaware,,19947-1849,United States,-75.37816436,38.6788938,3022538816,http://www.16milebrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5834,16-stone-brewpub-holland-patent,16 Stone Brewpub,brewpub,9542 Main St,,,Holland Patent,New York,,13354,United States,-75.2565195,43.24211175,3158658500,http://www.16stonebrewpub.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5835,1623-brewing-co-llc-westminister,"1623 Brewing CO, llc",contract,1146 colonel Joshua Ct,,,Westminister,Maryland,,21157,United States,,,,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5836,1717-brewing-co-des-moines,1717 Brewing Co,micro,322 E Court Ave,,,Des Moines,Iowa,,50309-2015,United States,-93.6120353,41.5872267,5152437868,http://1717brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5837,1718-ocracoke-brewing-ocracoke,1718 Ocracoke Brewing,brewpub,1129 Irvin Garrish Hwy,,,Ocracoke,North Carolina,,27960,United States,-75.97176063,35.10715368,2529282337,http://www.ocracokebrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5838,1781-brewing-company-spotsylvania,1781 Brewing Company,micro,11109 Plank Rd,,,Spotsylvania,Virginia,,22553-4258,United States,,,5408412598,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5839,180-and-tapped-coraopolis,180 and Tapped,micro,2010 A State Ave,,,Coraopolis,Pennsylvania,,15108,United States,-80.15020356,40.50984957,4127375273,http://www.180andtapped.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5840,1817-brewery-okolona,1817 Brewery,micro,100 B South Olive St,,,okolona,Mississippi,,38860,United States,-88.750264,34.001703,6623055907,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5841,1840-brewing-company-milwaukee,1840 Brewing Company,micro,342 E Ward St,,,Milwaukee,Wisconsin,,53207-1348,United States,-87.90606942,43.00436242,4142364056,http://www.1840brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5842,1850-brewing-company-mariposa,1850 Brewing Company,micro,,,,Mariposa,California,,95338,United States,-119.9036592,37.570148,,http://www.1850restaurant.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5843,18th-street-brewery-gary,18th Street Brewery,micro,5725 Miller Ave,,,Gary,Indiana,,46403-2871,United States,-87.26887786,41.59928343,,http://www.18thstreetbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5844,18th-street-brewery-hammond,18th Street Brewery,micro,5417 Oakley Ave,,,Hammond,Indiana,,46320-1817,United States,-87.517422,41.61556796,,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5845,1905-brewing-company-assumption,1905 Brewing Company,micro,1301 S Chestnut St,,,Assumption,Illinois,,62510-8504,United States,-89.0503635,39.5172564,2172549374,http://1905BrewingCompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5846,1912-brewing-tucson,1912 Brewing,micro,2045 N Forbes Blvd Ste 105,,,Tucson,Arizona,,85745-1444,United States,-110.9927505,32.24673727,5202564851,http://www.1912brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5847,192-brewing-kenmore,192 Brewing,micro,7324 NE 175th St,,,Kenmore,Washington,,98028-2500,United States,-122.2415652,47.75670075,4254242337,http://www.192brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5848,1940s-brewing-company-holbrook,1940's Brewing Company,micro,1337 Lincoln Ave Unit 1,,,Holbrook,New York,,11741-2275,United States,,,6315334838,http://www.1940sbrewingcompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5849,1st-republic-brewing-co-essex-junction,1st Republic Brewing Co,micro,39 River Rd Ste 6,,,Essex Junction,Vermont,,05452-3879,United States,,,8028575318,http://www.1strepublic-homebrew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5850,2-basset-brewery-white-sulphur-springs,2 Basset Brewery,micro,202 E Main St,,,White Sulphur Springs,Montana,,59645-9081,United States,-110.9004865,46.54807609,4065472337,http://www.2bassetbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5851,2-dogz-and-a-guy-brewing-montrose,2 Dogz and A Guy Brewing,micro,228 Church St,,,Montrose,Pennsylvania,,18801-1271,United States,-75.8800318,41.8336364,5704320069,http://2dogzandaguybrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5852,2-feet-brewing-company-bangor,2 Feet Brewing Company,brewpub,80 Columbia St,,,Bangor,Maine,,04401-6319,United States,-68.77283099,44.80012684,2075731979,http://www.2feetbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5853,2-row-brewing-midvale,2 Row Brewing,micro,6856 S 300 W,,,Midvale,Utah,,84047-1083,United States,-111.9007652,40.5950202,8019878663,http://www.2rowbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5854,2-silos-brewing-company-manassas,2 Silos Brewing Company,micro,9925 Discovery Blvd,,,Manassas,Virginia,,20109,United States,,,7034202257,http://www.2silosbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5855,2-tones-brewing-co-whitehall,2 Tones Brewing Co.,micro,4539 E Broad St,,,Whitehall,Ohio,,43213-1308,United States,-82.9118174,40.0030689,,http://www.2tonesbrewingco.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5856,2-tread-brewing-co-santa-rosa,2 Tread Brewing Co,brewpub,1018 Santa Rosa Plz,,,Santa Rosa,California,,95401-6399,United States,-122.7167729,38.4387767,4152330857,http://www.2treadbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5857,2-way-brewing-company-beacon,2 Way Brewing Company,brewpub,18 W Main St,,,Beacon,New York,,12508-2512,United States,-73.9809868,41.5082102,8452027334,http://www.2waybrewingcompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5858,2-witches-winery-and-brewing-company-danville,2 Witches Winery and Brewing Company,micro,209 Trade St,,,Danville,Virginia,,24541-3545,United States,-79.42125553,36.58590349,4345492739,http://www.2witcheswinebrew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5859,20-corners-brewing-llc-woodinville,20 Corners Brewing LLC,brewpub,14148 NE 190th St Ste A,,,Woodinville,Washington,,98072-8437,United States,-122.1517007,47.76864300772501,4253755223,http://www.20cornersbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5860,210-brewing-co-arlington,210 Brewing Co,brewpub,3438 Stoluckquamish Ln,,,Arlington,Washington,,98223-9056,United States,-122.18421,48.215096,3604749740,http://www.angelofthewind.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5861,212-brewing-company-davenport,212 Brewing Company,contract,21476 Route 23,,,Davenport,New York,,13750,United States,,,2123779050,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5862,217-brew-works-wilson,217 Brew Works,micro,217 South St S,,,Wilson,North Carolina,,27893-4911,United States,-77.9120318,35.7227625,2529916959,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5863,21st-amendment-brewery-cafe-san-francisco,21st Amendment Brewery Cafe,brewpub,563 2nd St,,,San Francisco,California,,94107-1411,United States,-122.3925769,37.782448,4153690900,http://www.21st-amendment.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5864,21st-amendment-brewery-san-leandro,21st Amendment Brewery,regional,2010 Williams St Unit A,,,San Leandro,California,,94577-2334,United States,-122.17729280237437,37.71130035804804,5105952111,http://www.21st-Amendment.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5865,21st-st-brewers-bar-saint-louis,21st St Brewers Bar,brewpub,2017 Chouteau Ave,,,Saint Louis,Missouri,,63103,United States,-90.213781,38.624291,3142416969,http://www.21stbrew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5866,23-brewing-company-lizzie-bs-cafe-prestonsburg,23 Brewing Company / Lizzie B's Cafe,brewpub,2010 KY Route 321,,,Prestonsburg,Kentucky,,41653-9103,United States,,,6068862844,http://www.23brewingcompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5867,238-brewing-company-mead,238 Brewing Company,closed,10321 E Day Mt Spokane Rd,,,Mead,Washington,,99021,United States,,,5092382739,http://www.238brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5868,23rd-street-brewery-lawrence,23rd Street Brewery,brewpub,3512 Clinton Pkwy,,,Lawrence,Kansas,,66047-2145,United States,-95.28093353,38.9429674,7858562337,http://www.brew23.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5869,26-degree-brewing-company-pompano-beach,26 Degree Brewing Company,micro,2600 E Atlantic Blvd,,,Pompano Beach,Florida,,33062-4940,United States,-80.1224169,26.2316338,9545326964,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5870,28th-state-brewing-houston,28th State Brewing,planning,,,,Houston,Texas,,77095-6933,United States,,,,https://www.instagram.com/28thstatebrew/?hl=en,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5871,2c-family-brewing-co-nampa,2C Family Brewing Co.,micro,1215 1st St S,,,Nampa,Idaho,,83651-3957,United States,-116.559282,43.578989,2084753981,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5872,2kids-brewing-company-san-diego,2Kids Brewing Company,micro,8680 Miralani Dr Ste 123,,,San Diego,California,,92126-6391,United States,-117.137429,32.896584,8584805437,http://www.2kidsBrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5873,2nd-shift-brewing-co-saint-louis,2nd Shift Brewing Co,brewpub,1601 Sublette Ave,,,Saint Louis,Missouri,,63110-1924,United States,-90.280526,38.621943,6187910728,http://www.2ndshiftbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5874,2nd-story-brewing-company-philadelphia,2nd Story Brewing Company,brewpub,117 Chestnut St Frnt,,,Philadelphia,Pennsylvania,,19106-4700,United States,,,2673145770,http://www.2ndstorybrewing.com/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5875,2sp-brewing-company-aston,2SP Brewing Company,micro,120 Concord Rd,,,Aston,Pennsylvania,,19014-2909,United States,,,4844837860,http://www.2spbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5876,3-beards-beer-company-williamsburg,3 Beards Beer Company,contract,4 Main St,,,Williamsburg,Massachusetts,,1096,United States,-72.7305059,42.3923659,6173837039,http://www.3beardsbeer.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5877,3-daughters-brewing-saint-petersburg,3 Daughters Brewing,micro,222 22nd St S,,,Saint Petersburg,Florida,,33712-1240,United States,-82.6629721,27.76899022,7274956002,http://www.3dbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5878,3-disciples-brewing-sebastopol,3 Disciples Brewing,micro,,,,Sebastopol,California,,95472-5937,United States,-122.8332502,38.3845125,7072287309,http://www.3disciplesbrewing.com/home,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5879,3-freaks-brewing-co-highlands-ranch,3 Freaks Brewing Co,micro,7140 E County Line Rd,,,Highlands Ranch,Colorado,,80126-3926,United States,-104.9426656,39.5659575,7202990994,http://www.3freaksbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5880,3-iron-brewing-company-colton,3 Iron Brewing Company,micro,898 Via Lata Ste A,,,Colton,California,,92324-3920,United States,-117.30669927548118,34.056168887703755,9095334892,http://www.3ironbrewingco.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5881,3-keys-brewing-company-llc-bradenton,"3 Keys Brewing Company, LLC",brewpub,2505 Manatee Ave E,,,Bradenton,Florida,,34208-2421,United States,-82.53393502,27.49645026,9412180396,http://www.3keysbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5882,3-nations-brewing-farmers-branch,3 Nations Brewing,micro,2405 Squire Pl Ste 200,,,Farmers Branch,Texas,,75234-4714,United States,-96.89883128,32.93044336,4696607184,http://www.threenationsbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5883,3-sheeps-brewing-co-sheboygan,3 Sheeps Brewing Co,micro,1837 North Ave,,,Sheboygan,Wisconsin,,53083-4620,United States,-87.73006524,43.77384561,9209469715,http://www.3sheepsbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5884,3-sheets-brewery-albany,3 Sheets Brewery,micro,136 W 1st Ave,,,Albany,Oregon,,97321,United States,,,5416190183,http://www.3sheetsbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5885,3-sons-brewing-co-dania,3 Sons Brewing Co.,proprietor,236 N Federal Hwy,,,Dania,Florida,,33004-2870,United States,-80.14361029,26.04800238,9546013833,http://www.3sonsbrewingco.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5886,3-stars-brewing-co-washington,3 Stars Brewing Co,micro,6400 Chillum Pl NW Ste B,,,Washington,District of Columbia,,20012-2111,United States,,,2026700333,http://www.3starsbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5887,3-trails-brewing-co-independence,3 Trails Brewing Co,micro,111 N Main St ,,,Independence,Missouri,,64050,United States,-94.41265,39.122385,8168866256,http://www.3trailsbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5888,30-mile-brewing-co-old-saybrook,30 Mile Brewing Co.,closed,39 Ragged Rock Rd Unit 5,,,Old Saybrook,Connecticut,,06475-1518,United States,,,8603395238,http://www.30milebrewingco.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5889,300-suns-brewing-company-longmont,300 Suns Brewing Company,brewpub,335 1st Ave Unit C,,,Longmont,Colorado,,80501-5958,United States,,,,http://www.300sunsbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5890,304-brewery-304-seodaemun-gu,브루어리304 (Brewery 304),brewpub,"7, Tongil-ro 11-gil",,,Seodaemun-gu,Seoul,,3734,South Korea,126.96257095027,37.569240924745,02-363-7304,https://www.brewery304.com/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5891,32-north-brewing-co-san-diego,32 North Brewing Co,closed,8655 Production Ave Ste A,,,San Diego,California,,92121-2258,United States,-117.1649841601659,32.88313236843027,,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5892,34-degree-north-experiment-station-shallotte,34 Degree North Experiment Station,micro,4802 Main St,,,Shallotte,North Carolina,,28470,United States,-78.38636517,33.97270364,,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5893,350-brewing-co-tinley-park,350 Brewing Co,brewpub,7144 183rd St,,,Tinley Park,Illinois,,60477-3933,United States,-87.79160288,41.55864726,7088257339,http://www.350brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5894,360-degree-brewing-company-sheffield-park,360 Degree Brewing Company,micro,Bluebell Business Estate,,,Sheffield Park,,East Sussex,TN22 3HQ,England,-0.00086,50.993912,1825722375,https://www.360degreebrewing.com/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5895,38-state-brewing-littleton,38 State Brewing,micro,8071 S Broadway Ste A,,,Littleton,Colorado,,80122-2730,United States,,,7206383678,http://www.38statebrew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5896,380-brewing-company-clancy,380 Brewing Company,planning,,,,Clancy,Montana,,59634,United States,,,2065796509,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5897,38a-75a-brewing-rehoboth-beach,38Â°-75Â° Brewing,brewpub,2000 Coastal Highway STE 105,,,Rehoboth Beach,Delaware,,19971,United States,-75.090191,38.7074994,3022278519,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5898,3cross-fermentation-cooperative-worcester,3cross Fermentation Cooperative,micro,4 Knowlton Ave,,,Worcester,Massachusetts,,1603,United States,-71.83057593,42.24364875,5086158195,http://www.3cross.coop,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5899,3halves-brewing-co-liberty,3Halves Brewing Co,brewpub,110 E Kansas St,,,Liberty,Missouri,,64068-2374,United States,-94.4190247,39.2461993,8164296886,http://www.3halvesbrewingco.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5900,3rd-degree-brewhouse-fuquay-varina,3rd Degree Brewhouse,micro,1625 N Main St,,,Fuquay Varina,North Carolina,,27526,United States,-78.794223,35.5914556,9192015457,http://www.facebook.com/3rddegreebrewhouse/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5901,3rd-planet-brewing-niceville,3rd Planet Brewing,micro,120 Partin Dr N,,,Niceville,Florida,,32578-2053,United States,,,8505029952,http://www.facebook.com/3rdplanetbrewing/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5902,3rd-rock-brewing-company-trenton,3rd Rock Brewing Company,micro,134 Industrial Park Dr,,,Trenton,North Carolina,,28585-9593,United States,-77.36749285,35.06939877,2526319213,http://www.3rockbrew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5903,3rd-turn-brewing-louisville,3rd Turn Brewing,micro,10408 Watterson Trl,,,Louisville,Kentucky,,40299-3702,United States,-85.56656078,38.19322725,,http://www.3rdturnbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5904,3rd-wave-brewing-co-delmar,3rd Wave Brewing Co,micro,501 N Bi State Blvd,,,Delmar,Delaware,,19940-1106,United States,,,3029070423,http://www.3rdwavebrewingco.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5905,4-by-4-brewing-company-springfield,4 By 4 Brewing Company,micro,2811 E Galloway St Ste A,,,Springfield,Missouri,,65804-4601,United States,-93.239889,37.147986,4178616400,http://www.4by4brewingcompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5906,4-hands-brewing-co-saint-louis,4 Hands Brewing Co,regional,1220 S 8th St,,,Saint Louis,Missouri,,63104-3610,United States,-90.19762012,38.61526593,3144361559,http://www.4handsbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5907,4-noses-brewing-company-broomfield,4 Noses Brewing Company,micro,8855 W 116th Cir Ste 3,,,Broomfield,Colorado,,80021-2521,United States,,,7204602797,http://4nosesbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5908,4-stitch-brewing-co-bothell,4 Stitch Brewing Co,nano,7 192nd St SW,,,Bothell,Washington,,98012,United States,-122.23281873068436,47.82525617315347,2065958488,https://www.facebook.com/4stitchbeer/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5909,400-north-brewing-sugarhill,400 North Brewing,planning,,,,Sugarhill,Georgia,,30518-7916,United States,,,4047911119,http://400northbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5910,405-brewing-co-norman,(405) Brewing Co,micro,1716 Topeka St,,,Norman,Oklahoma,,73069-8224,United States,-97.46818222,35.25738891,4058160490,http://www.405brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5911,406-brewing-company-bozeman,406 Brewing Company,micro,"101 E Oak St,Â Ste D",,,Bozeman,Montana,,59715-2967,United States,,,4065853745,http://www.406brewingcompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5912,411-broadway-ales-fresno,411 Broadway Ales,planning,,,,Fresno,California,,93721-2801,United States,-119.7088613,36.7295295,5412706076,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5913,412-brews-mc-kees-rocks,412 Brews,brewpub,706 Island Ave,,,Mc Kees Rocks,Pennsylvania,,15136-3287,United States,,,,http://www.412brews.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5914,42-north-brewing-company-east-aurora,42 North Brewing Company,brewpub,25 Pine St,,,East Aurora,New York,,14052-1827,United States,-78.607989,42.769311,7168057500,http://www.42northbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5915,4204-main-street-brewing-co-belleville,4204 Main Street Brewing Co,brewpub,4204 W Main St,,,Belleville,Illinois,,62226,United States,-90.02053343,38.53796122,6184167261,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5916,450-north-brewing-company-simmons-winery-columbus,450 North Brewing Company @ Simmons Winery,brewpub,8111 E 450 N,,,Columbus,Indiana,,47203-8106,United States,,,8125460091,http://www.450northbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5917,47-hills-brewing-co-south-san-francisco,47 Hills Brewing Co,brewpub,137 S Linden Ave,,,South San Francisco,California,,94080-6410,United States,-122.4136168,37.64425595,6508678476,http://47hillsbrewingcompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5918,49th-state-brewing-co-anchorage-anchorage,49th State Brewing Co - Anchorage,brewpub,717 W 3rd Ave,,,Anchorage,Alaska,,99501-2104,United States,-149.8958196,61.2197366,9076832739,http://www.49statebrewing.com/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5919,49th-state-brewing-co-healy,49th State Brewing Co,micro,248.4 Parks Hwy 5 Mile,,,Healy,Alaska,,99743,United States,-149.017877,63.864759,9076832739,https://www.49statebrewing.com/denali,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5920,4bs-brewery-cedaredge,4B's Brewery,brewpub,215 W Main St,,,Cedaredge,Colorado,,81413-3339,United States,-107.925782,38.900614,9708567762,http://www.4bsbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5921,4j-brewing-company-houston,4J Brewing Company,micro,1348 Cedar Post Ln.,,,Houston,Texas,,77055,United States,,,7136780776,https://4jbrewingcompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5922,4kd-crick-brewery-defiance,4kd Crick Brewery,brewpub,211 Carpenter Rd,,,Defiance,Ohio,,43512-1718,United States,-84.341647,41.296252,4199562863,http://Www.4kdcrickbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5923,4th-tap-brewing-cooperative-austin,4th Tap Brewing Cooperative,micro,10615 Metric Blvd,,,Austin,Texas,,78758-4520,United States,-97.7118913,30.3852024,5129089817,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5924,5-alarm-brewing-co-lake-mills,5 Alarm Brewing Co,micro,211 W Main St,,,Lake Mills,Iowa,,50450,United States,-93.53398788,43.41926615,6415922739,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5925,5-lakes-brewing-co-dorr,5 Lakes Brewing Co.,brewpub,1638 142nd Ave,,,Dorr,Michigan,,49323-9312,United States,-85.70445518,42.72497157,6163599555,http://www.5lakesbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
5926,5-lamps-brewery-dublin,5 Lamps Brewery,regional,84-87 Camden St.,Saint Kevin's,Dublin 2,Dublin,,Dublin,D02 DH36,Ireland,-6.26585621,53.33596635,,https://the5lampsbrewery.com/home/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
